algorithm,twenty,fourty,sixty,eighty,hundred,time
RSA-MD5,1979,2023,2036,2005,1957,0.0014832734999998137
md5WithRSAEncryption,2059,2052,1944,1915,2030,0.0014911330999913843
RSA-SHA1,1941,2028,2010,2022,1999,0.0015434938999878795
ssl3-md5,1971,1996,2018,2005,2010,0.0015569298999984311
sha224,1961,1959,1950,2056,2074,0.0017121291999988898
sha512-256WithRSAEncryption,1960,2043,1934,2048,2015,0.001833808899993346
md5,1988,1981,2008,2042,1981,0.001863391500009493
RSA-SM3,1978,1971,2024,1988,2039,0.0019054451000016343
shake128,2045,1981,1980,2047,1947,0.001944170200008739
sha384,1953,2012,2091,1884,2060,0.0019579804999946644
sha384WithRSAEncryption,1931,2049,1987,2073,1960,0.0019699366000015288
sha512-224,2041,1941,2100,1918,2000,0.0020055323999944447
sha3-224,1969,2003,2004,1974,2050,0.002059540100004051
sha3-256,2054,2025,1997,1996,1928,0.0020734447000064393
sha512WithRSAEncryption,2025,1986,1988,1993,2008,0.002156206399999064
blake2b512,2020,1925,2036,2019,2000,0.0021654614000130097
sha3-384,2040,2089,1926,1993,1952,0.002167410800001562
sha3-512,2010,1986,1990,1997,2017,0.0023372610999984316
RSA-SHA3-512,1998,1919,2013,2007,2063,0.0023691340000068523
sha1,1945,2019,2012,2055,1969,0.002381291000002784
RSA-SHA1-2,2028,1998,2003,2046,1925,0.00238795270000046
sha1WithRSAEncryption,1976,2015,2023,1963,2023,0.0023880409999939727
RSA-SHA224,1972,2063,2016,1901,2048,0.0024682374000029087
RSA-SHA256,1893,2060,1992,2050,2005,0.0024726720000100614
sha256WithRSAEncryption,1987,1982,2014,1998,2019,0.00247584029999598
sha224WithRSAEncryption,2001,2013,2040,1871,2075,0.0024761510999844177
sha256,2007,1985,2061,2016,1931,0.00248123260000757
ripemd160WithRSA,2022,1981,1953,2031,2013,0.002525112200003423
RSA-RIPEMD160,1892,2039,1971,2018,2080,0.0025621632999971553
ripemd,2073,1904,1996,2026,2001,0.002568589300003623
rmd160,1991,1942,1951,2066,2050,0.0025763925000112067
ssl3-sha1,2089,1944,1979,2009,1979,0.0026342508999889105
RSA-SHA512/224,2003,1996,2032,1948,2021,0.0026421882000118783
sm3WithRSAEncryption,2017,1948,2058,2010,1967,0.002644706799984124
ripemd160,1980,2051,2071,1926,1972,0.0026631598999903873
RSA-SHA384,2001,1981,2023,2009,1986,0.0027413162999917404
RSA-SHA512/256,2093,1912,1959,2017,2019,0.0028063715999956914
sha512-256,1979,2012,2033,1986,1990,0.002869903200000226
sm3,1966,1993,1996,2038,2007,0.002924332900004629
blake2s256,1994,1950,2078,2006,1972,0.0029623907999834047
sha512-224WithRSAEncryption,2010,1992,1985,1963,2050,0.002967143100004432
RSA-SHA3-224,1985,1980,1959,2059,2017,0.0030462112000099297
RSA-SHA3-256,1983,1993,2013,1999,2012,0.0030538734000148905
md5-sha1,2058,2041,1912,2020,1969,0.0030656668000070566
RSA-SHA3-384,1935,1989,2033,2101,1942,0.003072299900001599
shake256,1958,2054,1986,1963,2039,0.0031151581999962217
RSA-SHA512,1973,1900,2042,2006,2079,0.0035968861000041214
id-rsassa-pkcs1-v1_5-with-sha3-224,1947,2003,2043,1991,2016,0.003677193199986141
sha512,1973,1974,1984,2067,2002,0.0036974293000006583
id-rsassa-pkcs1-v1_5-with-sha3-256,1934,2051,1945,2023,2047,0.003946652499997435
id-rsassa-pkcs1-v1_5-with-sha3-384,1994,2015,2093,1949,1949,0.003982341600001928
id-rsassa-pkcs1-v1_5-with-sha3-512,1968,1990,2032,2013,1997,0.004258027399985622
